id,name,longitude,latitude
O1,越前大野駅,136.496411942972,35.9830251913899
O2,結ステーション,136.487017124011,35.9850053982919
O3,下庄小学校,136.488204512028,35.993152000816394
O4,青少年教育センター,136.4958681614955,35.998606405160146
O5,陽明中学校口,136.49939739865,35.99383369163955
O6,さくら公園,136.49618056573252,35.99009197134125
O7,わかくさ,136.50031778328048,35.984774218915646
O8,篠座,136.4933651620525,35.97257826684515
O9,いなほこども園,136.49608773695002,35.973463449841105
O10,童子丸郵便局口,136.5026261598525,35.985377467583405
