scenario,date,origin,destination,ready,feasible,reason,out_trip,out_route,out_board_stop,out_board_sequence,out_departure,out_alight_stop,out_alight_sequence,out_arrival,shopping_start,shopping_end,back_trip,back_route,back_board_stop,back_board_sequence,back_departure,back_alight_stop,back_alight_sequence,back_arrival,origin_return,elapsed_minutes,initial_wait_minutes,store_open_wait_minutes,return_wait_minutes,bus_minutes,within_budget
baseline,2026-09-19,陽明中学校口,kajiso_vio,16:00:00,False,no_outbound_bus,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,さくら公園,kajiso_libre,08:00:00,True,,1+1+毎日+2,1,19_1,19,09:48:00,21_1,21,09:50:00,09:55:00,10:40:00,2+0+毎日+3,2,21_2,28,11:47:00,19_2,30,11:49:00,11:51:00,231.0,106.0,0.0,62.0,4.0,False
baseline,2026-09-19,さくら公園,kajiso_libre,08:30:00,True,,1+1+毎日+2,1,19_1,19,09:48:00,21_1,21,09:50:00,09:55:00,10:40:00,2+0+毎日+3,2,21_2,28,11:47:00,19_2,30,11:49:00,11:51:00,201.0,76.0,0.0,62.0,4.0,False
baseline,2026-09-19,さくら公園,kajiso_libre,09:00:00,True,,1+1+毎日+2,1,19_1,19,09:48:00,21_1,21,09:50:00,09:55:00,10:40:00,2+0+毎日+3,2,21_2,28,11:47:00,19_2,30,11:49:00,11:51:00,171.0,46.0,0.0,62.0,4.0,True
baseline,2026-09-19,さくら公園,kajiso_libre,09:30:00,True,,1+1+毎日+2,1,19_1,19,09:48:00,21_1,21,09:50:00,09:55:00,10:40:00,2+0+毎日+3,2,21_2,28,11:47:00,19_2,30,11:49:00,11:51:00,141.0,16.0,0.0,62.0,4.0,True
baseline,2026-09-19,さくら公園,kajiso_libre,10:00:00,True,,1+1+毎日+4,1,19_1,19,13:30:00,21_1,21,13:32:00,13:37:00,14:22:00,2+0+毎日+5,2,21_2,28,16:08:00,19_2,30,16:10:00,16:12:00,372.0,208.0,0.0,101.0,4.0,False
baseline,2026-09-19,さくら公園,kajiso_libre,10:30:00,True,,1+1+毎日+4,1,19_1,19,13:30:00,21_1,21,13:32:00,13:37:00,14:22:00,2+0+毎日+5,2,21_2,28,16:08:00,19_2,30,16:10:00,16:12:00,342.0,178.0,0.0,101.0,4.0,False
baseline,2026-09-19,さくら公園,kajiso_libre,11:00:00,True,,1+1+毎日+4,1,19_1,19,13:30:00,21_1,21,13:32:00,13:37:00,14:22:00,2+0+毎日+5,2,21_2,28,16:08:00,19_2,30,16:10:00,16:12:00,312.0,148.0,0.0,101.0,4.0,False
baseline,2026-09-19,さくら公園,kajiso_libre,11:30:00,True,,1+1+毎日+4,1,19_1,19,13:30:00,21_1,21,13:32:00,13:37:00,14:22:00,2+0+毎日+5,2,21_2,28,16:08:00,19_2,30,16:10:00,16:12:00,282.0,118.0,0.0,101.0,4.0,False
baseline,2026-09-19,さくら公園,kajiso_libre,12:00:00,True,,1+1+毎日+4,1,19_1,19,13:30:00,21_1,21,13:32:00,13:37:00,14:22:00,2+0+毎日+5,2,21_2,28,16:08:00,19_2,30,16:10:00,16:12:00,252.0,88.0,0.0,101.0,4.0,False
baseline,2026-09-19,さくら公園,kajiso_libre,12:30:00,True,,1+1+毎日+4,1,19_1,19,13:30:00,21_1,21,13:32:00,13:37:00,14:22:00,2+0+毎日+5,2,21_2,28,16:08:00,19_2,30,16:10:00,16:12:00,222.0,58.0,0.0,101.0,4.0,False
baseline,2026-09-19,さくら公園,kajiso_libre,13:00:00,True,,1+1+毎日+4,1,19_1,19,13:30:00,21_1,21,13:32:00,13:37:00,14:22:00,2+0+毎日+5,2,21_2,28,16:08:00,19_2,30,16:10:00,16:12:00,192.0,28.0,0.0,101.0,4.0,False
baseline,2026-09-19,さくら公園,kajiso_libre,13:30:00,False,no_outbound_bus,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,さくら公園,kajiso_libre,14:00:00,False,no_outbound_bus,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,さくら公園,kajiso_libre,14:30:00,False,no_outbound_bus,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,さくら公園,kajiso_libre,15:00:00,False,no_outbound_bus,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,さくら公園,kajiso_libre,15:30:00,False,no_outbound_bus,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,さくら公園,kajiso_libre,16:00:00,False,no_outbound_bus,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,さくら公園,kajiso_vio,08:00:00,True,,1+1+毎日+2,1,19_1,19,09:48:00,25_0,32,10:13:00,10:18:00,11:03:00,2+0+毎日+3,2,25_0,17,11:19:00,19_2,30,11:49:00,11:51:00,231.0,106.0,0.0,11.0,55.0,False
baseline,2026-09-19,さくら公園,kajiso_vio,08:30:00,True,,1+1+毎日+2,1,19_1,19,09:48:00,25_0,32,10:13:00,10:18:00,11:03:00,2+0+毎日+3,2,25_0,17,11:19:00,19_2,30,11:49:00,11:51:00,201.0,76.0,0.0,11.0,55.0,False
baseline,2026-09-19,さくら公園,kajiso_vio,09:00:00,True,,1+1+毎日+2,1,19_1,19,09:48:00,25_0,32,10:13:00,10:18:00,11:03:00,2+0+毎日+3,2,25_0,17,11:19:00,19_2,30,11:49:00,11:51:00,171.0,46.0,0.0,11.0,55.0,True
baseline,2026-09-19,さくら公園,kajiso_vio,09:30:00,True,,1+1+毎日+2,1,19_1,19,09:48:00,25_0,32,10:13:00,10:18:00,11:03:00,2+0+毎日+3,2,25_0,17,11:19:00,19_2,30,11:49:00,11:51:00,141.0,16.0,0.0,11.0,55.0,True
baseline,2026-09-19,さくら公園,kajiso_vio,10:00:00,True,,1+1+毎日+4,1,19_1,19,13:30:00,25_0,32,14:03:00,14:08:00,14:53:00,2+0+毎日+5,2,25_0,17,15:48:00,19_2,30,16:10:00,16:12:00,372.0,208.0,0.0,50.0,55.0,False
baseline,2026-09-19,さくら公園,kajiso_vio,10:30:00,True,,1+1+毎日+4,1,19_1,19,13:30:00,25_0,32,14:03:00,14:08:00,14:53:00,2+0+毎日+5,2,25_0,17,15:48:00,19_2,30,16:10:00,16:12:00,342.0,178.0,0.0,50.0,55.0,False
baseline,2026-09-19,さくら公園,kajiso_vio,11:00:00,True,,1+1+毎日+4,1,19_1,19,13:30:00,25_0,32,14:03:00,14:08:00,14:53:00,2+0+毎日+5,2,25_0,17,15:48:00,19_2,30,16:10:00,16:12:00,312.0,148.0,0.0,50.0,55.0,False
baseline,2026-09-19,さくら公園,kajiso_vio,11:30:00,True,,1+1+毎日+4,1,19_1,19,13:30:00,25_0,32,14:03:00,14:08:00,14:53:00,2+0+毎日+5,2,25_0,17,15:48:00,19_2,30,16:10:00,16:12:00,282.0,118.0,0.0,50.0,55.0,False
baseline,2026-09-19,さくら公園,kajiso_vio,12:00:00,True,,1+1+毎日+4,1,19_1,19,13:30:00,25_0,32,14:03:00,14:08:00,14:53:00,2+0+毎日+5,2,25_0,17,15:48:00,19_2,30,16:10:00,16:12:00,252.0,88.0,0.0,50.0,55.0,False
baseline,2026-09-19,さくら公園,kajiso_vio,12:30:00,True,,1+1+毎日+4,1,19_1,19,13:30:00,25_0,32,14:03:00,14:08:00,14:53:00,2+0+毎日+5,2,25_0,17,15:48:00,19_2,30,16:10:00,16:12:00,222.0,58.0,0.0,50.0,55.0,False
baseline,2026-09-19,さくら公園,kajiso_vio,13:00:00,True,,1+1+毎日+4,1,19_1,19,13:30:00,25_0,32,14:03:00,14:08:00,14:53:00,2+0+毎日+5,2,25_0,17,15:48:00,19_2,30,16:10:00,16:12:00,192.0,28.0,0.0,50.0,55.0,False
baseline,2026-09-19,さくら公園,kajiso_vio,13:30:00,False,no_outbound_bus,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,さくら公園,kajiso_vio,14:00:00,False,no_outbound_bus,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,さくら公園,kajiso_vio,14:30:00,False,no_outbound_bus,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,さくら公園,kajiso_vio,15:00:00,False,no_outbound_bus,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,さくら公園,kajiso_vio,15:30:00,False,no_outbound_bus,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,さくら公園,kajiso_vio,16:00:00,False,no_outbound_bus,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,わかくさ,kajiso_libre,08:00:00,True,,2+0+毎日+3,2,22_2,27,11:46:00,21_2,28,11:47:00,11:52:00,12:37:00,1+1+毎日+4,1,21_1,21,13:32:00,22_1,22,13:33:00,13:35:00,335.0,224.0,0.0,50.0,2.0,False
baseline,2026-09-19,わかくさ,kajiso_libre,08:30:00,True,,2+0+毎日+3,2,22_2,27,11:46:00,21_2,28,11:47:00,11:52:00,12:37:00,1+1+毎日+4,1,21_1,21,13:32:00,22_1,22,13:33:00,13:35:00,305.0,194.0,0.0,50.0,2.0,False
baseline,2026-09-19,わかくさ,kajiso_libre,09:00:00,True,,2+0+毎日+3,2,22_2,27,11:46:00,21_2,28,11:47:00,11:52:00,12:37:00,1+1+毎日+4,1,21_1,21,13:32:00,22_1,22,13:33:00,13:35:00,275.0,164.0,0.0,50.0,2.0,False
baseline,2026-09-19,わかくさ,kajiso_libre,09:30:00,True,,2+0+毎日+3,2,22_2,27,11:46:00,21_2,28,11:47:00,11:52:00,12:37:00,1+1+毎日+4,1,21_1,21,13:32:00,22_1,22,13:33:00,13:35:00,245.0,134.0,0.0,50.0,2.0,False
baseline,2026-09-19,わかくさ,kajiso_libre,10:00:00,True,,2+0+毎日+3,2,22_2,27,11:46:00,21_2,28,11:47:00,11:52:00,12:37:00,1+1+毎日+4,1,21_1,21,13:32:00,22_1,22,13:33:00,13:35:00,215.0,104.0,0.0,50.0,2.0,False
baseline,2026-09-19,わかくさ,kajiso_libre,10:30:00,True,,2+0+毎日+3,2,22_2,27,11:46:00,21_2,28,11:47:00,11:52:00,12:37:00,1+1+毎日+4,1,21_1,21,13:32:00,22_1,22,13:33:00,13:35:00,185.0,74.0,0.0,50.0,2.0,False
baseline,2026-09-19,わかくさ,kajiso_libre,11:00:00,True,,2+0+毎日+3,2,22_2,27,11:46:00,21_2,28,11:47:00,11:52:00,12:37:00,1+1+毎日+4,1,21_1,21,13:32:00,22_1,22,13:33:00,13:35:00,155.0,44.0,0.0,50.0,2.0,True
baseline,2026-09-19,わかくさ,kajiso_libre,11:30:00,True,,2+0+毎日+3,2,22_2,27,11:46:00,21_2,28,11:47:00,11:52:00,12:37:00,1+1+毎日+4,1,21_1,21,13:32:00,22_1,22,13:33:00,13:35:00,125.0,14.0,0.0,50.0,2.0,True
baseline,2026-09-19,わかくさ,kajiso_libre,12:00:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,わかくさ,kajiso_libre,12:30:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,わかくさ,kajiso_libre,13:00:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,わかくさ,kajiso_libre,13:30:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,わかくさ,kajiso_libre,14:00:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,わかくさ,kajiso_libre,14:30:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,わかくさ,kajiso_libre,15:00:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,わかくさ,kajiso_libre,15:30:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,わかくさ,kajiso_libre,16:00:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,わかくさ,kajiso_vio,08:00:00,True,,1+1+毎日+2,1,22_1,22,09:51:00,25_0,32,10:13:00,10:18:00,11:03:00,2+0+毎日+3,2,25_0,17,11:19:00,22_2,27,11:46:00,11:48:00,228.0,109.0,0.0,11.0,49.0,False
baseline,2026-09-19,わかくさ,kajiso_vio,08:30:00,True,,1+1+毎日+2,1,22_1,22,09:51:00,25_0,32,10:13:00,10:18:00,11:03:00,2+0+毎日+3,2,25_0,17,11:19:00,22_2,27,11:46:00,11:48:00,198.0,79.0,0.0,11.0,49.0,False
baseline,2026-09-19,わかくさ,kajiso_vio,09:00:00,True,,1+1+毎日+2,1,22_1,22,09:51:00,25_0,32,10:13:00,10:18:00,11:03:00,2+0+毎日+3,2,25_0,17,11:19:00,22_2,27,11:46:00,11:48:00,168.0,49.0,0.0,11.0,49.0,True
baseline,2026-09-19,わかくさ,kajiso_vio,09:30:00,True,,1+1+毎日+2,1,22_1,22,09:51:00,25_0,32,10:13:00,10:18:00,11:03:00,2+0+毎日+3,2,25_0,17,11:19:00,22_2,27,11:46:00,11:48:00,138.0,19.0,0.0,11.0,49.0,True
baseline,2026-09-19,わかくさ,kajiso_vio,10:00:00,True,,1+1+毎日+4,1,22_1,22,13:33:00,25_0,32,14:03:00,14:08:00,14:53:00,2+0+毎日+5,2,25_0,17,15:48:00,22_2,27,16:07:00,16:09:00,369.0,211.0,0.0,50.0,49.0,False
baseline,2026-09-19,わかくさ,kajiso_vio,10:30:00,True,,1+1+毎日+4,1,22_1,22,13:33:00,25_0,32,14:03:00,14:08:00,14:53:00,2+0+毎日+5,2,25_0,17,15:48:00,22_2,27,16:07:00,16:09:00,339.0,181.0,0.0,50.0,49.0,False
baseline,2026-09-19,わかくさ,kajiso_vio,11:00:00,True,,1+1+毎日+4,1,22_1,22,13:33:00,25_0,32,14:03:00,14:08:00,14:53:00,2+0+毎日+5,2,25_0,17,15:48:00,22_2,27,16:07:00,16:09:00,309.0,151.0,0.0,50.0,49.0,False
baseline,2026-09-19,わかくさ,kajiso_vio,11:30:00,True,,1+1+毎日+4,1,22_1,22,13:33:00,25_0,32,14:03:00,14:08:00,14:53:00,2+0+毎日+5,2,25_0,17,15:48:00,22_2,27,16:07:00,16:09:00,279.0,121.0,0.0,50.0,49.0,False
baseline,2026-09-19,わかくさ,kajiso_vio,12:00:00,True,,1+1+毎日+4,1,22_1,22,13:33:00,25_0,32,14:03:00,14:08:00,14:53:00,2+0+毎日+5,2,25_0,17,15:48:00,22_2,27,16:07:00,16:09:00,249.0,91.0,0.0,50.0,49.0,False
baseline,2026-09-19,わかくさ,kajiso_vio,12:30:00,True,,1+1+毎日+4,1,22_1,22,13:33:00,25_0,32,14:03:00,14:08:00,14:53:00,2+0+毎日+5,2,25_0,17,15:48:00,22_2,27,16:07:00,16:09:00,219.0,61.0,0.0,50.0,49.0,False
baseline,2026-09-19,わかくさ,kajiso_vio,13:00:00,True,,1+1+毎日+4,1,22_1,22,13:33:00,25_0,32,14:03:00,14:08:00,14:53:00,2+0+毎日+5,2,25_0,17,15:48:00,22_2,27,16:07:00,16:09:00,189.0,31.0,0.0,50.0,49.0,False
baseline,2026-09-19,わかくさ,kajiso_vio,13:30:00,False,no_outbound_bus,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,わかくさ,kajiso_vio,14:00:00,False,no_outbound_bus,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,わかくさ,kajiso_vio,14:30:00,False,no_outbound_bus,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,わかくさ,kajiso_vio,15:00:00,False,no_outbound_bus,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,わかくさ,kajiso_vio,15:30:00,False,no_outbound_bus,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,わかくさ,kajiso_vio,16:00:00,False,no_outbound_bus,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,篠座,kajiso_libre,08:00:00,True,,2+0+毎日+3,2,29_2,13,11:12:00,21_2,28,11:47:00,11:52:00,12:37:00,1+1+毎日+4,1,21_1,21,13:32:00,29_1,36,14:11:00,14:13:00,373.0,190.0,0.0,50.0,74.0,False
baseline,2026-09-19,篠座,kajiso_libre,08:30:00,True,,2+0+毎日+3,2,29_2,13,11:12:00,21_2,28,11:47:00,11:52:00,12:37:00,1+1+毎日+4,1,21_1,21,13:32:00,29_1,36,14:11:00,14:13:00,343.0,160.0,0.0,50.0,74.0,False
baseline,2026-09-19,篠座,kajiso_libre,09:00:00,True,,2+0+毎日+3,2,29_2,13,11:12:00,21_2,28,11:47:00,11:52:00,12:37:00,1+1+毎日+4,1,21_1,21,13:32:00,29_1,36,14:11:00,14:13:00,313.0,130.0,0.0,50.0,74.0,False
baseline,2026-09-19,篠座,kajiso_libre,09:30:00,True,,2+0+毎日+3,2,29_2,13,11:12:00,21_2,28,11:47:00,11:52:00,12:37:00,1+1+毎日+4,1,21_1,21,13:32:00,29_1,36,14:11:00,14:13:00,283.0,100.0,0.0,50.0,74.0,False
baseline,2026-09-19,篠座,kajiso_libre,10:00:00,True,,2+0+毎日+3,2,29_2,13,11:12:00,21_2,28,11:47:00,11:52:00,12:37:00,1+1+毎日+4,1,21_1,21,13:32:00,29_1,36,14:11:00,14:13:00,253.0,70.0,0.0,50.0,74.0,False
baseline,2026-09-19,篠座,kajiso_libre,10:30:00,True,,2+0+毎日+3,2,29_2,13,11:12:00,21_2,28,11:47:00,11:52:00,12:37:00,1+1+毎日+4,1,21_1,21,13:32:00,29_1,36,14:11:00,14:13:00,223.0,40.0,0.0,50.0,74.0,False
baseline,2026-09-19,篠座,kajiso_libre,11:00:00,True,,2+0+毎日+3,2,29_2,13,11:12:00,21_2,28,11:47:00,11:52:00,12:37:00,1+1+毎日+4,1,21_1,21,13:32:00,29_1,36,14:11:00,14:13:00,193.0,10.0,0.0,50.0,74.0,False
baseline,2026-09-19,篠座,kajiso_libre,11:30:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,篠座,kajiso_libre,12:00:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,篠座,kajiso_libre,12:30:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,篠座,kajiso_libre,13:00:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,篠座,kajiso_libre,13:30:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,篠座,kajiso_libre,14:00:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,篠座,kajiso_libre,14:30:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,篠座,kajiso_libre,15:00:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,篠座,kajiso_libre,15:30:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,篠座,kajiso_libre,16:00:00,False,no_outbound_bus,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,篠座,kajiso_vio,08:00:00,True,,2+0+毎日+3,2,29_2,13,11:12:00,25_0,17,11:19:00,11:24:00,12:09:00,1+1+毎日+4,1,25_0,32,14:03:00,29_1,36,14:11:00,14:13:00,373.0,190.0,0.0,109.0,15.0,False
baseline,2026-09-19,篠座,kajiso_vio,08:30:00,True,,2+0+毎日+3,2,29_2,13,11:12:00,25_0,17,11:19:00,11:24:00,12:09:00,1+1+毎日+4,1,25_0,32,14:03:00,29_1,36,14:11:00,14:13:00,343.0,160.0,0.0,109.0,15.0,False
baseline,2026-09-19,篠座,kajiso_vio,09:00:00,True,,2+0+毎日+3,2,29_2,13,11:12:00,25_0,17,11:19:00,11:24:00,12:09:00,1+1+毎日+4,1,25_0,32,14:03:00,29_1,36,14:11:00,14:13:00,313.0,130.0,0.0,109.0,15.0,False
baseline,2026-09-19,篠座,kajiso_vio,09:30:00,True,,2+0+毎日+3,2,29_2,13,11:12:00,25_0,17,11:19:00,11:24:00,12:09:00,1+1+毎日+4,1,25_0,32,14:03:00,29_1,36,14:11:00,14:13:00,283.0,100.0,0.0,109.0,15.0,False
baseline,2026-09-19,篠座,kajiso_vio,10:00:00,True,,2+0+毎日+3,2,29_2,13,11:12:00,25_0,17,11:19:00,11:24:00,12:09:00,1+1+毎日+4,1,25_0,32,14:03:00,29_1,36,14:11:00,14:13:00,253.0,70.0,0.0,109.0,15.0,False
baseline,2026-09-19,篠座,kajiso_vio,10:30:00,True,,2+0+毎日+3,2,29_2,13,11:12:00,25_0,17,11:19:00,11:24:00,12:09:00,1+1+毎日+4,1,25_0,32,14:03:00,29_1,36,14:11:00,14:13:00,223.0,40.0,0.0,109.0,15.0,False
baseline,2026-09-19,篠座,kajiso_vio,11:00:00,True,,2+0+毎日+3,2,29_2,13,11:12:00,25_0,17,11:19:00,11:24:00,12:09:00,1+1+毎日+4,1,25_0,32,14:03:00,29_1,36,14:11:00,14:13:00,193.0,10.0,0.0,109.0,15.0,False
baseline,2026-09-19,篠座,kajiso_vio,11:30:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,篠座,kajiso_vio,12:00:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,篠座,kajiso_vio,12:30:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,篠座,kajiso_vio,13:00:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,篠座,kajiso_vio,13:30:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,篠座,kajiso_vio,14:00:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,篠座,kajiso_vio,14:30:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,篠座,kajiso_vio,15:00:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,篠座,kajiso_vio,15:30:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,篠座,kajiso_vio,16:00:00,False,no_outbound_bus,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,いなほこども園,kajiso_libre,08:00:00,True,,2+0+毎日+3,2,33_2,9,11:08:00,21_2,28,11:47:00,11:52:00,12:37:00,1+1+毎日+4,1,21_1,21,13:32:00,33_1,40,14:15:00,14:17:00,377.0,186.0,0.0,50.0,82.0,False
baseline,2026-09-19,いなほこども園,kajiso_libre,08:30:00,True,,2+0+毎日+3,2,33_2,9,11:08:00,21_2,28,11:47:00,11:52:00,12:37:00,1+1+毎日+4,1,21_1,21,13:32:00,33_1,40,14:15:00,14:17:00,347.0,156.0,0.0,50.0,82.0,False
baseline,2026-09-19,いなほこども園,kajiso_libre,09:00:00,True,,2+0+毎日+3,2,33_2,9,11:08:00,21_2,28,11:47:00,11:52:00,12:37:00,1+1+毎日+4,1,21_1,21,13:32:00,33_1,40,14:15:00,14:17:00,317.0,126.0,0.0,50.0,82.0,False
baseline,2026-09-19,いなほこども園,kajiso_libre,09:30:00,True,,2+0+毎日+3,2,33_2,9,11:08:00,21_2,28,11:47:00,11:52:00,12:37:00,1+1+毎日+4,1,21_1,21,13:32:00,33_1,40,14:15:00,14:17:00,287.0,96.0,0.0,50.0,82.0,False
baseline,2026-09-19,いなほこども園,kajiso_libre,10:00:00,True,,2+0+毎日+3,2,33_2,9,11:08:00,21_2,28,11:47:00,11:52:00,12:37:00,1+1+毎日+4,1,21_1,21,13:32:00,33_1,40,14:15:00,14:17:00,257.0,66.0,0.0,50.0,82.0,False
baseline,2026-09-19,いなほこども園,kajiso_libre,10:30:00,True,,2+0+毎日+3,2,33_2,9,11:08:00,21_2,28,11:47:00,11:52:00,12:37:00,1+1+毎日+4,1,21_1,21,13:32:00,33_1,40,14:15:00,14:17:00,227.0,36.0,0.0,50.0,82.0,False
baseline,2026-09-19,いなほこども園,kajiso_libre,11:00:00,True,,2+0+毎日+3,2,33_2,9,11:08:00,21_2,28,11:47:00,11:52:00,12:37:00,1+1+毎日+4,1,21_1,21,13:32:00,33_1,40,14:15:00,14:17:00,197.0,6.0,0.0,50.0,82.0,False
baseline,2026-09-19,いなほこども園,kajiso_libre,11:30:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,いなほこども園,kajiso_libre,12:00:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,いなほこども園,kajiso_libre,12:30:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,いなほこども園,kajiso_libre,13:00:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,いなほこども園,kajiso_libre,13:30:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,いなほこども園,kajiso_libre,14:00:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,いなほこども園,kajiso_libre,14:30:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,いなほこども園,kajiso_libre,15:00:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,いなほこども園,kajiso_libre,15:30:00,False,no_return_by_deadline,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,いなほこども園,kajiso_libre,16:00:00,False,no_outbound_bus,,,,,,,,,,,,,,,,,,,,,,,,,False
baseline,2026-09-19,いなほこども園,kajiso_vio,08:00:00,True,,2+0+毎日+3,2,33_2,9,11:08:00,25_0,17,11:19:00,11:24:00,12:09:00,1+1+毎日+4,1,25_0,32,14:03:00,33_1,40,14:15:00,14:17:00,377.0,186.0,0.0,109.0,23.0,False
baseline,2026-09-19,いなほこども園,kajiso_vio,08:30:00,True,,2+0+毎日+3,2,33_2,9,11:08:00,25_0,17,11:19:00,11:24:00,12:09:00,1+1+毎日+4,1,25_0,32,14:03:00,33_1,40,14:15:00,14:17:00,347.0,156.0,0.0,109.0,23.0,False
baseline,2026-09-19,いなほこども園,kajiso_vio,09:00:00,True,,2+0+毎日+3,2,33_2,9,11:08:00,25_0,17,11:19:00,11:24:00,12:09:00,1+1+毎日+4,1,25_0,32,14:03:00,33_1,40,14:15:00,14:17:00,317.0,126.0,0.0,109.0,23.0,False
baseline,2026-09-19,いなほこども園,kajiso_vio,09:30:00,True,,2+0+毎日+3,2,33_2,9,11:08:00,25_0,17,11:19:00,11:24:00,12:09:00,1+1+毎日+4,1,25_0,32,14:03:00,33_1,40,14:15:00,14:17:00,287.0,96.0,0.0,109.0,23.0,False
baseline,2026-09-19,いなほこども園,kajiso_vio,10:00:00,True,,2+0+毎日+3,2,33_2,9,11:08:00,25_0,17,11:19:00,11:24:00,12:09:00,1+1+毎日+4,1,25_0,32,14:03:00,33_1,40,14:15:00,14:17:00,257.0,66.0,0.0,109.0,23.0,False
