specification,hagibis_mask,placebo_code,pre_rmspe,opening_gap_log,late_gap_log
pre_50_months,event,27,0.06825016458722825,0.08096909620240922,0.28966649049249465
pre_50_months,event,28,0.03949681261281477,-0.02241966658829586,-0.1479931308926801
pre_50_months,event,29,0.23684391335519372,0.008358605823496568,0.0637065154695381
pre_50_months,event,30,0.09725498444040305,-0.02326782788212789,0.007572961577145019
pre_50_months,event,31,0.09417538427855443,-0.18624052373694422,-0.07527054237158397
pre_50_months,event,32,0.07071020574883458,0.12108028670509619,0.023140870129325603
pre_50_months,event,35,0.06092974290647768,0.01409020672219441,-0.2506946994001541
pre_50_months,event,36,0.19052317314229672,-0.12692527808357834,-0.13347590339526427
pre_50_months,event,37,0.061004451707610596,0.09884140897395355,0.1004133482919638
pre_50_months,event,39,0.09075799597840732,-0.19239743047357827,-0.16694879034480528
pre_50_months,event,40,0.04145131827684438,-0.08646945692705721,-0.009632323996472259
pre_50_months,event,41,0.10419017174056154,0.10418730506697216,-0.06302181706076165
pre_50_months,event,42,0.06525840682206774,0.11853066044997096,-0.12293668936766058
pre_50_months,event,44,0.08119361197742793,0.08589374573189534,0.06983453357039593
pre_50_months,event,45,0.11748152194283079,-0.10548668883334766,0.012480124251334447
pre_50_months,event,46,0.0475743441744438,-0.07465175642691513,0.038495162807802
pre_50_months,event,47,0.13650670504514095,-0.015140164233452325,0.27356366336570936
strict_donors,event,09,0.09249558273323714,-0.018273981313396526,-0.08410802774948045
strict_donors,event,10,0.04619990734614135,-0.12276988092257479,-0.09578285397934247
strict_donors,event,11,0.048588276555043414,-0.03590620911393483,0.15158078109044257
strict_donors,event,13,0.9532985492859116,1.0166778843404884,1.1609066051769665
strict_donors,event,14,0.05048714170145092,0.03742678612482031,0.09689394284298798
strict_donors,event,18,0.10072250915834474,-0.06892306929333447,0.012398455903131456
strict_donors,event,19,0.15432581523989594,0.022373281964372715,0.14705535779130594
strict_donors,event,22,0.08838922178380358,-0.05176465178677425,-0.15772258376189285
strict_donors,event,23,0.04138067039676964,0.06362111194461217,-0.028604114726066575
strict_donors,event,24,0.07440597448059134,-0.006631441804161753,-0.07104274312535105
strict_donors,event,25,0.06725827044034853,0.12504158729952053,-0.031165598694708238
strict_donors,event,30,0.07270959255219575,-0.021515934688717486,0.020202050202064656
strict_donors,event,36,0.2597929969757406,-0.252015558032638,-0.17313145302118957
strict_donors,event,37,0.08303063789125847,0.04052737397672779,0.06859951364691443
strict_donors,event,40,0.036887122355901934,-0.0612585417952376,0.04132329365233753
strict_donors,event,41,0.10441646810476353,0.08752482006107254,-0.07923693322587395
strict_donors,event,42,0.06554766103714582,0.1351486473976795,-0.06749622344550912
strict_donors,event,45,0.12142812690203816,-0.1513526713800033,0.030125637207562422
strict_donors,event,46,0.04338751689656207,-0.06842362334271979,0.042221651121199244
strict_donors,event,47,0.14046468513497393,-0.03823837672175756,0.2514756343108496
mask_2018_06_09,event,05,0.11255091497731647,-0.29088880073171275,-0.09520158017802471
mask_2018_06_09,event,06,0.08942036129297161,-0.05349624401484743,-0.17847804752808538
mask_2018_06_09,event,08,0.056395357479537216,-0.0004915981934150437,0.014121917438096245
mask_2018_06_09,event,09,0.07567404434918246,0.005362398781072919,-0.14226264730762803
mask_2018_06_09,event,10,0.041895929399875624,-0.10408281331096436,-0.06419514997894647
mask_2018_06_09,event,11,0.04458682696551555,-0.000229452792224194,0.21086835997788364
mask_2018_06_09,event,12,0.04568096644773207,0.041218016458895335,0.0978434990875347
mask_2018_06_09,event,13,0.7348387296583477,0.6784382635691966,0.5070523578471364
mask_2018_06_09,event,14,0.03609060791770332,0.0076380265258988445,-0.09353700280865866
mask_2018_06_09,event,18,0.09988154159483897,-0.04431708817732094,0.016698089274234107
mask_2018_06_09,event,19,0.15431999152639864,0.023772815700004557,0.11830405250617027
mask_2018_06_09,event,21,0.05213749705218891,0.06695976281944116,0.046942024794681084
mask_2018_06_09,event,22,0.08439828277408618,-0.045154335216980535,-0.15317865193010421
mask_2018_06_09,event,23,0.03583104417970593,0.04788953694331699,-0.039633452552363925
mask_2018_06_09,event,24,0.06788346532068898,-0.017892182950890678,-0.12101631375332952
mask_2018_06_09,event,25,0.05664949169977715,0.14816038655686636,-0.06457770053698007
mask_2018_06_09,event,26,0.11270750413521427,-0.09895424149629495,0.12864053691612654
mask_2018_06_09,event,27,0.058023436049408135,0.05941124471893211,0.2689832053498296
mask_2018_06_09,event,28,0.036809596687387626,-0.007151162605198991,-0.11572366622947437
mask_2018_06_09,event,29,0.2222059366322279,-0.0034474601435210417,0.03744080642627962
mask_2018_06_09,event,30,0.07230376321938077,0.008392777555011222,0.05808139553469653
mask_2018_06_09,event,31,0.08796465584304479,-0.16655345879999484,-0.14397941692329405
mask_2018_06_09,event,32,0.07333003554366535,0.14965175376916484,0.0696272042706913
mask_2018_06_09,event,35,0.04125351751852626,0.00910759135487993,-0.25622417209823006
mask_2018_06_09,event,36,0.18848887104692827,-0.1322023657711222,-0.13128744752828203
mask_2018_06_09,event,37,0.05508987534633908,0.11240189882606622,0.12897458384100402
mask_2018_06_09,event,39,0.09144735527235216,-0.15996090157393628,-0.17043860357287458
mask_2018_06_09,event,40,0.037965058931289535,-0.05630868135797318,0.05407708140826357
mask_2018_06_09,event,41,0.10287535419817004,0.0941327183056675,-0.06419925272390203
mask_2018_06_09,event,42,0.06179463512882993,0.13896474960260008,-0.10404622092880547
mask_2018_06_09,event,44,0.06037724323491077,0.14484019385411084,0.09253967533170765
mask_2018_06_09,event,45,0.11084304929591292,-0.1612794562668034,0.04225302502977052
