pref_code,pref_name,year,month,total_stays,foreign_stays_10plus,vintage,frame_basis
03,岩手県,2020,1,481700.0,41820.0,confirmed,employee_count
04,宮城県,2020,1,742170.0,52350.0,confirmed,employee_count
05,秋田県,2020,1,277700.0,8400.0,confirmed,employee_count
06,山形県,2020,1,398480.0,32560.0,confirmed,employee_count
07,福島県,2020,1,1018740.0,18840.0,confirmed,employee_count
08,茨城県,2020,1,434300.0,9490.0,confirmed,employee_count
09,栃木県,2020,1,632040.0,16940.0,confirmed,employee_count
10,群馬県,2020,1,662520.0,30050.0,confirmed,employee_count
11,埼玉県,2020,1,396490.0,11020.0,confirmed,employee_count
12,千葉県,2020,1,2223690.0,383670.0,confirmed,employee_count
13,東京都,2020,1,7048680.0,2234620.0,confirmed,employee_count
14,神奈川県,2020,1,1881630.0,214490.0,confirmed,employee_count
15,新潟県,2020,1,957170.0,92610.0,confirmed,employee_count
16,富山県,2020,1,247940.0,15950.0,confirmed,employee_count
17,石川県,2020,1,645770.0,81000.0,confirmed,employee_count
18,福井県,2020,1,251680.0,7700.0,confirmed,employee_count
19,山梨県,2020,1,597620.0,136070.0,confirmed,employee_count
20,長野県,2020,1,1693900.0,177930.0,confirmed,employee_count
21,岐阜県,2020,1,617850.0,120070.0,confirmed,employee_count
22,静岡県,2020,1,1719880.0,136530.0,confirmed,employee_count
23,愛知県,2020,1,1705980.0,362600.0,confirmed,employee_count
24,三重県,2020,1,565440.0,22900.0,confirmed,employee_count
25,滋賀県,2020,1,281450.0,28000.0,confirmed,employee_count
26,京都府,2020,1,2248670.0,681050.0,confirmed,employee_count
27,大阪府,2020,1,4443350.0,1348460.0,confirmed,employee_count
28,兵庫県,2020,1,1062120.0,93230.0,confirmed,employee_count
29,奈良県,2020,1,149290.0,28350.0,confirmed,employee_count
30,和歌山県,2020,1,354950.0,22700.0,confirmed,employee_count
31,鳥取県,2020,1,205880.0,10980.0,confirmed,employee_count
32,島根県,2020,1,229290.0,3350.0,confirmed,employee_count
33,岡山県,2020,1,410570.0,28680.0,confirmed,employee_count
34,広島県,2020,1,736300.0,52210.0,confirmed,employee_count
35,山口県,2020,1,301520.0,6280.0,confirmed,employee_count
36,徳島県,2020,1,154620.0,8370.0,confirmed,employee_count
37,香川県,2020,1,283630.0,34480.0,confirmed,employee_count
38,愛媛県,2020,1,328380.0,15740.0,confirmed,employee_count
39,高知県,2020,1,192870.0,6010.0,confirmed,employee_count
40,福岡県,2020,1,1725970.0,290380.0,confirmed,employee_count
41,佐賀県,2020,1,221650.0,25090.0,confirmed,employee_count
42,長崎県,2020,1,506850.0,37730.0,confirmed,employee_count
43,熊本県,2020,1,582140.0,56500.0,confirmed,employee_count
44,大分県,2020,1,601220.0,68160.0,confirmed,employee_count
45,宮崎県,2020,1,359010.0,26730.0,confirmed,employee_count
46,鹿児島県,2020,1,583250.0,55590.0,confirmed,employee_count
47,沖縄県,2020,1,2085670.0,448520.0,confirmed,employee_count
01,北海道,2020,2,2767720.0,610790.0,confirmed,employee_count
02,青森県,2020,2,316860.0,28490.0,confirmed,employee_count
03,岩手県,2020,2,446660.0,30070.0,confirmed,employee_count
04,宮城県,2020,2,737960.0,40340.0,confirmed,employee_count
05,秋田県,2020,2,270860.0,8460.0,confirmed,employee_count
06,山形県,2020,2,413890.0,27540.0,confirmed,employee_count
07,福島県,2020,2,1012260.0,19070.0,confirmed,employee_count
08,茨城県,2020,2,465770.0,9000.0,confirmed,employee_count
09,栃木県,2020,2,599540.0,12830.0,confirmed,employee_count
10,群馬県,2020,2,655580.0,22840.0,confirmed,employee_count
11,埼玉県,2020,2,365410.0,8130.0,confirmed,employee_count
12,千葉県,2020,2,1811020.0,191600.0,confirmed,employee_count
13,東京都,2020,2,5547120.0,1163980.0,confirmed,employee_count
14,神奈川県,2020,2,1597560.0,121270.0,confirmed,employee_count
15,新潟県,2020,2,901100.0,49140.0,confirmed,employee_count
16,富山県,2020,2,247350.0,12020.0,confirmed,employee_count
17,石川県,2020,2,602270.0,49090.0,confirmed,employee_count
18,福井県,2020,2,267760.0,3970.0,confirmed,employee_count
19,山梨県,2020,2,505340.0,52970.0,confirmed,employee_count
20,長野県,2020,2,1571240.0,113210.0,confirmed,employee_count
21,岐阜県,2020,2,524090.0,59820.0,confirmed,employee_count
22,静岡県,2020,2,1559500.0,35120.0,confirmed,employee_count
23,愛知県,2020,2,1420290.0,134110.0,confirmed,employee_count
24,三重県,2020,2,505530.0,7300.0,confirmed,employee_count
25,滋賀県,2020,2,255520.0,12020.0,confirmed,employee_count
26,京都府,2020,2,1788120.0,315830.0,confirmed,employee_count
27,大阪府,2020,2,3131050.0,456820.0,confirmed,employee_count
28,兵庫県,2020,2,964940.0,41810.0,confirmed,employee_count
29,奈良県,2020,2,116010.0,8300.0,confirmed,employee_count
30,和歌山県,2020,2,305270.0,10460.0,confirmed,employee_count
31,鳥取県,2020,2,208940.0,5660.0,confirmed,employee_count
32,島根県,2020,2,228540.0,2380.0,confirmed,employee_count
33,岡山県,2020,2,398160.0,16460.0,confirmed,employee_count
34,広島県,2020,2,726400.0,35500.0,confirmed,employee_count
35,山口県,2020,2,314350.0,4660.0,confirmed,employee_count
36,徳島県,2020,2,149130.0,5050.0,confirmed,employee_count
37,香川県,2020,2,273260.0,17800.0,confirmed,employee_count
38,愛媛県,2020,2,325690.0,7710.0,confirmed,employee_count
39,高知県,2020,2,215500.0,4310.0,confirmed,employee_count
40,福岡県,2020,2,1545480.0,151780.0,confirmed,employee_count
41,佐賀県,2020,2,197990.0,8230.0,confirmed,employee_count
42,長崎県,2020,2,503850.0,19340.0,confirmed,employee_count
43,熊本県,2020,2,530960.0,28620.0,confirmed,employee_count
44,大分県,2020,2,552190.0,28140.0,confirmed,employee_count
45,宮崎県,2020,2,383100.0,14090.0,confirmed,employee_count
46,鹿児島県,2020,2,598830.0,34770.0,confirmed,employee_count
47,沖縄県,2020,2,1990520.0,213300.0,confirmed,employee_count
01,北海道,2020,3,1107160.0,37970.0,confirmed,employee_count
02,青森県,2020,3,252680.0,2910.0,confirmed,employee_count
03,岩手県,2020,3,317850.0,2150.0,confirmed,employee_count
04,宮城県,2020,3,539300.0,6440.0,confirmed,employee_count
05,秋田県,2020,3,195520.0,1150.0,confirmed,employee_count
06,山形県,2020,3,289000.0,1620.0,confirmed,employee_count
07,福島県,2020,3,811880.0,2600.0,confirmed,employee_count
08,茨城県,2020,3,370660.0,3480.0,confirmed,employee_count
09,栃木県,2020,3,503780.0,2820.0,confirmed,employee_count
10,群馬県,2020,3,472380.0,2200.0,confirmed,employee_count
11,埼玉県,2020,3,306310.0,3570.0,confirmed,employee_count
12,千葉県,2020,3,797150.0,60240.0,confirmed,employee_count
13,東京都,2020,3,2890790.0,296950.0,confirmed,employee_count
14,神奈川県,2020,3,1296260.0,54740.0,confirmed,employee_count
15,新潟県,2020,3,514490.0,6780.0,confirmed,employee_count
16,富山県,2020,3,180040.0,4910.0,confirmed,employee_count
17,石川県,2020,3,443810.0,11030.0,confirmed,employee_count
18,福井県,2020,3,204490.0,730.0,confirmed,employee_count
19,山梨県,2020,3,315950.0,6980.0,confirmed,employee_count
20,長野県,2020,3,826180.0,16680.0,confirmed,employee_count
21,岐阜県,2020,3,377440.0,7030.0,confirmed,employee_count
22,静岡県,2020,3,1219750.0,10380.0,confirmed,employee_count
23,愛知県,2020,3,736890.0,19130.0,confirmed,employee_count
24,三重県,2020,3,398030.0,3060.0,confirmed,employee_count
25,滋賀県,2020,3,216450.0,4920.0,confirmed,employee_count
26,京都府,2020,3,1194980.0,103740.0,confirmed,employee_count
27,大阪府,2020,3,1493920.0,92390.0,confirmed,employee_count
28,兵庫県,2020,3,734110.0,8430.0,confirmed,employee_count
29,奈良県,2020,3,96630.0,2940.0,confirmed,employee_count
30,和歌山県,2020,3,240180.0,1640.0,confirmed,employee_count
31,鳥取県,2020,3,177450.0,1600.0,confirmed,employee_count
32,島根県,2020,3,229740.0,1090.0,confirmed,employee_count
33,岡山県,2020,3,331910.0,5510.0,confirmed,employee_count
34,広島県,2020,3,546730.0,19200.0,confirmed,employee_count
35,山口県,2020,3,242010.0,2330.0,confirmed,employee_count
36,徳島県,2020,3,113810.0,1480.0,confirmed,employee_count
37,香川県,2020,3,222040.0,4820.0,confirmed,employee_count
38,愛媛県,2020,3,267190.0,2170.0,confirmed,employee_count
39,高知県,2020,3,156880.0,800.0,confirmed,employee_count
40,福岡県,2020,3,913840.0,23630.0,confirmed,employee_count
41,佐賀県,2020,3,159610.0,750.0,confirmed,employee_count
42,長崎県,2020,3,331870.0,5830.0,confirmed,employee_count
43,熊本県,2020,3,384340.0,5370.0,confirmed,employee_count
44,大分県,2020,3,434720.0,5020.0,confirmed,employee_count
45,宮崎県,2020,3,227640.0,2980.0,confirmed,employee_count
46,鹿児島県,2020,3,457510.0,6060.0,confirmed,employee_count
47,沖縄県,2020,3,1310380.0,36460.0,confirmed,employee_count
01,北海道,2020,4,664940.0,6060.0,confirmed,employee_count
02,青森県,2020,4,119170.0,880.0,confirmed,employee_count
03,岩手県,2020,4,163620.0,760.0,confirmed,employee_count
04,宮城県,2020,4,242140.0,2000.0,confirmed,employee_count
05,秋田県,2020,4,77830.0,250.0,confirmed,employee_count
06,山形県,2020,4,96650.0,530.0,confirmed,employee_count
07,福島県,2020,4,476980.0,680.0,confirmed,employee_count
08,茨城県,2020,4,210510.0,1040.0,confirmed,employee_count
09,栃木県,2020,4,180160.0,1010.0,confirmed,employee_count
10,群馬県,2020,4,143630.0,430.0,confirmed,employee_count
11,埼玉県,2020,4,171850.0,2260.0,confirmed,employee_count
12,千葉県,2020,4,441380.0,25630.0,confirmed,employee_count
13,東京都,2020,4,1365240.0,46980.0,confirmed,employee_count
14,神奈川県,2020,4,585550.0,12050.0,confirmed,employee_count
15,新潟県,2020,4,227070.0,700.0,confirmed,employee_count
16,富山県,2020,4,71000.0,620.0,confirmed,employee_count
17,石川県,2020,4,123800.0,1610.0,confirmed,employee_count
18,福井県,2020,4,91980.0,320.0,confirmed,employee_count
19,山梨県,2020,4,104540.0,1300.0,confirmed,employee_count
20,長野県,2020,4,241530.0,1000.0,confirmed,employee_count
21,岐阜県,2020,4,131030.0,710.0,confirmed,employee_count
22,静岡県,2020,4,461070.0,2970.0,confirmed,employee_count
23,愛知県,2020,4,402480.0,3600.0,confirmed,employee_count
24,三重県,2020,4,144930.0,1140.0,confirmed,employee_count
25,滋賀県,2020,4,92890.0,1130.0,confirmed,employee_count
26,京都府,2020,4,294180.0,5170.0,confirmed,employee_count
27,大阪府,2020,4,672150.0,14010.0,confirmed,employee_count
28,兵庫県,2020,4,266240.0,1640.0,confirmed,employee_count
29,奈良県,2020,4,42470.0,410.0,confirmed,employee_count
30,和歌山県,2020,4,90090.0,240.0,confirmed,employee_count
31,鳥取県,2020,4,79300.0,730.0,confirmed,employee_count
32,島根県,2020,4,91430.0,310.0,confirmed,employee_count
33,岡山県,2020,4,156650.0,1100.0,confirmed,employee_count
34,広島県,2020,4,265140.0,2180.0,confirmed,employee_count
35,山口県,2020,4,108880.0,610.0,confirmed,employee_count
36,徳島県,2020,4,45270.0,250.0,confirmed,employee_count
37,香川県,2020,4,75980.0,990.0,confirmed,employee_count
38,愛媛県,2020,4,100100.0,500.0,confirmed,employee_count
39,高知県,2020,4,60340.0,180.0,confirmed,employee_count
40,福岡県,2020,4,291780.0,4190.0,confirmed,employee_count
41,佐賀県,2020,4,66440.0,430.0,confirmed,employee_count
42,長崎県,2020,4,130690.0,2360.0,confirmed,employee_count
43,熊本県,2020,4,148750.0,1020.0,confirmed,employee_count
44,大分県,2020,4,133390.0,660.0,confirmed,employee_count
45,宮崎県,2020,4,112810.0,450.0,confirmed,employee_count
46,鹿児島県,2020,4,183190.0,860.0,confirmed,employee_count
47,沖縄県,2020,4,360660.0,9350.0,confirmed,employee_count
01,北海道,2020,5,529310.0,2260.0,confirmed,employee_count
02,青森県,2020,5,110930.0,490.0,confirmed,employee_count
03,岩手県,2020,5,138800.0,410.0,confirmed,employee_count
04,宮城県,2020,5,206100.0,1260.0,confirmed,employee_count
05,秋田県,2020,5,51500.0,180.0,confirmed,employee_count
06,山形県,2020,5,69240.0,200.0,confirmed,employee_count
07,福島県,2020,5,412260.0,560.0,confirmed,employee_count
08,茨城県,2020,5,218180.0,560.0,confirmed,employee_count
09,栃木県,2020,5,147830.0,900.0,confirmed,employee_count
10,群馬県,2020,5,102080.0,460.0,confirmed,employee_count
11,埼玉県,2020,5,158840.0,890.0,confirmed,employee_count
12,千葉県,2020,5,406080.0,20990.0,confirmed,employee_count
13,東京都,2020,5,1228800.0,26970.0,confirmed,employee_count
14,神奈川県,2020,5,535340.0,8860.0,confirmed,employee_count
15,新潟県,2020,5,178540.0,510.0,confirmed,employee_count
16,富山県,2020,5,53270.0,440.0,confirmed,employee_count
17,石川県,2020,5,87710.0,780.0,confirmed,employee_count
18,福井県,2020,5,100440.0,360.0,confirmed,employee_count
19,山梨県,2020,5,86280.0,400.0,confirmed,employee_count
20,長野県,2020,5,163750.0,890.0,confirmed,employee_count
21,岐阜県,2020,5,125850.0,310.0,confirmed,employee_count
22,静岡県,2020,5,385770.0,2640.0,confirmed,employee_count
23,愛知県,2020,5,373210.0,2210.0,confirmed,employee_count
24,三重県,2020,5,119740.0,860.0,confirmed,employee_count
25,滋賀県,2020,5,83210.0,930.0,confirmed,employee_count
26,京都府,2020,5,229640.0,2140.0,confirmed,employee_count
27,大阪府,2020,5,484290.0,11670.0,confirmed,employee_count
28,兵庫県,2020,5,251210.0,1050.0,confirmed,employee_count
29,奈良県,2020,5,37250.0,370.0,confirmed,employee_count
30,和歌山県,2020,5,68290.0,220.0,confirmed,employee_count
31,鳥取県,2020,5,49990.0,650.0,confirmed,employee_count
32,島根県,2020,5,68380.0,360.0,confirmed,employee_count
33,岡山県,2020,5,132180.0,740.0,confirmed,employee_count
34,広島県,2020,5,209370.0,1710.0,confirmed,employee_count
35,山口県,2020,5,100660.0,620.0,confirmed,employee_count
36,徳島県,2020,5,32980.0,60.0,confirmed,employee_count
37,香川県,2020,5,56040.0,350.0,confirmed,employee_count
38,愛媛県,2020,5,82240.0,320.0,confirmed,employee_count
39,高知県,2020,5,43430.0,160.0,confirmed,employee_count
40,福岡県,2020,5,234980.0,4730.0,confirmed,employee_count
41,佐賀県,2020,5,38290.0,150.0,confirmed,employee_count
42,長崎県,2020,5,109410.0,1630.0,confirmed,employee_count
43,熊本県,2020,5,118120.0,970.0,confirmed,employee_count
44,大分県,2020,5,127620.0,480.0,confirmed,employee_count
45,宮崎県,2020,5,86440.0,360.0,confirmed,employee_count
46,鹿児島県,2020,5,121120.0,1210.0,confirmed,employee_count
47,沖縄県,2020,5,171200.0,6430.0,confirmed,employee_count
01,北海道,2020,6,943550.0,2020.0,confirmed,employee_count
02,青森県,2020,6,192700.0,700.0,confirmed,employee_count
03,岩手県,2020,6,242170.0,280.0,confirmed,employee_count
04,宮城県,2020,6,352290.0,1560.0,confirmed,employee_count
05,秋田県,2020,6,112600.0,190.0,confirmed,employee_count
06,山形県,2020,6,178900.0,280.0,confirmed,employee_count
07,福島県,2020,6,569960.0,1180.0,confirmed,employee_count
08,茨城県,2020,6,305770.0,560.0,confirmed,employee_count
09,栃木県,2020,6,290960.0,1110.0,confirmed,employee_count
10,群馬県,2020,6,264430.0,630.0,confirmed,employee_count
11,埼玉県,2020,6,220260.0,890.0,confirmed,employee_count
12,千葉県,2020,6,563080.0,25860.0,confirmed,employee_count
13,東京都,2020,6,1902800.0,29350.0,confirmed,employee_count
14,神奈川県,2020,6,807050.0,11890.0,confirmed,employee_count
15,新潟県,2020,6,369310.0,650.0,confirmed,employee_count
16,富山県,2020,6,115290.0,740.0,confirmed,employee_count
17,石川県,2020,6,205670.0,1550.0,confirmed,employee_count
18,福井県,2020,6,135310.0,370.0,confirmed,employee_count
19,山梨県,2020,6,147220.0,350.0,confirmed,employee_count
20,長野県,2020,6,423340.0,1350.0,confirmed,employee_count
21,岐阜県,2020,6,229370.0,600.0,confirmed,employee_count
22,静岡県,2020,6,670620.0,2720.0,confirmed,employee_count
23,愛知県,2020,6,598430.0,3720.0,confirmed,employee_count
24,三重県,2020,6,227700.0,1330.0,confirmed,employee_count
25,滋賀県,2020,6,128480.0,570.0,confirmed,employee_count
26,京都府,2020,6,517280.0,5530.0,confirmed,employee_count
27,大阪府,2020,6,854850.0,13970.0,confirmed,employee_count
28,兵庫県,2020,6,435280.0,1580.0,confirmed,employee_count
29,奈良県,2020,6,70990.0,410.0,confirmed,employee_count
30,和歌山県,2020,6,142950.0,180.0,confirmed,employee_count
31,鳥取県,2020,6,99720.0,190.0,confirmed,employee_count
32,島根県,2020,6,129260.0,470.0,confirmed,employee_count
33,岡山県,2020,6,217810.0,820.0,confirmed,employee_count
34,広島県,2020,6,343930.0,1840.0,confirmed,employee_count
35,山口県,2020,6,161410.0,780.0,confirmed,employee_count
36,徳島県,2020,6,71530.0,80.0,confirmed,employee_count
37,香川県,2020,6,110800.0,820.0,confirmed,employee_count
38,愛媛県,2020,6,145340.0,1090.0,confirmed,employee_count
39,高知県,2020,6,92230.0,390.0,confirmed,employee_count
40,福岡県,2020,6,427280.0,1940.0,confirmed,employee_count
41,佐賀県,2020,6,78510.0,220.0,confirmed,employee_count
42,長崎県,2020,6,231670.0,1850.0,confirmed,employee_count
43,熊本県,2020,6,227360.0,950.0,confirmed,employee_count
44,大分県,2020,6,250980.0,2400.0,confirmed,employee_count
45,宮崎県,2020,6,162410.0,600.0,confirmed,employee_count
46,鹿児島県,2020,6,256710.0,990.0,confirmed,employee_count
47,沖縄県,2020,6,554090.0,12040.0,confirmed,employee_count
01,北海道,2020,7,1737680.0,4570.0,confirmed,employee_count
02,青森県,2020,7,279080.0,700.0,confirmed,employee_count
03,岩手県,2020,7,355780.0,620.0,confirmed,employee_count
04,宮城県,2020,7,492040.0,2070.0,confirmed,employee_count
05,秋田県,2020,7,220200.0,360.0,confirmed,employee_count
06,山形県,2020,7,271110.0,360.0,confirmed,employee_count
07,福島県,2020,7,745850.0,1340.0,confirmed,employee_count
08,茨城県,2020,7,321830.0,580.0,confirmed,employee_count
09,栃木県,2020,7,472030.0,1090.0,confirmed,employee_count
10,群馬県,2020,7,510850.0,550.0,confirmed,employee_count
11,埼玉県,2020,7,234950.0,880.0,confirmed,employee_count
12,千葉県,2020,7,870870.0,30870.0,confirmed,employee_count
13,東京都,2020,7,2097350.0,30700.0,confirmed,employee_count
14,神奈川県,2020,7,1020630.0,14670.0,confirmed,employee_count
15,新潟県,2020,7,526950.0,710.0,confirmed,employee_count
16,富山県,2020,7,170850.0,780.0,confirmed,employee_count
17,石川県,2020,7,392370.0,1730.0,confirmed,employee_count
18,福井県,2020,7,223130.0,560.0,confirmed,employee_count
19,山梨県,2020,7,278950.0,360.0,confirmed,employee_count
20,長野県,2020,7,751720.0,1170.0,confirmed,employee_count
21,岐阜県,2020,7,310360.0,480.0,confirmed,employee_count
22,静岡県,2020,7,1049910.0,2800.0,confirmed,employee_count
23,愛知県,2020,7,802740.0,6070.0,confirmed,employee_count
24,三重県,2020,7,374180.0,1520.0,confirmed,employee_count
25,滋賀県,2020,7,194530.0,720.0,confirmed,employee_count
26,京都府,2020,7,766590.0,6000.0,confirmed,employee_count
27,大阪府,2020,7,1059480.0,14440.0,confirmed,employee_count
28,兵庫県,2020,7,654850.0,3050.0,confirmed,employee_count
29,奈良県,2020,7,106820.0,370.0,confirmed,employee_count
30,和歌山県,2020,7,272550.0,370.0,confirmed,employee_count
31,鳥取県,2020,7,175060.0,680.0,confirmed,employee_count
32,島根県,2020,7,192270.0,420.0,confirmed,employee_count
33,岡山県,2020,7,307340.0,860.0,confirmed,employee_count
34,広島県,2020,7,535430.0,3000.0,confirmed,employee_count
35,山口県,2020,7,227800.0,530.0,confirmed,employee_count
36,徳島県,2020,7,120280.0,240.0,confirmed,employee_count
37,香川県,2020,7,213610.0,400.0,confirmed,employee_count
38,愛媛県,2020,7,232500.0,560.0,confirmed,employee_count
39,高知県,2020,7,164040.0,230.0,confirmed,employee_count
40,福岡県,2020,7,693350.0,2740.0,confirmed,employee_count
41,佐賀県,2020,7,122690.0,240.0,confirmed,employee_count
42,長崎県,2020,7,393640.0,4730.0,confirmed,employee_count
43,熊本県,2020,7,367760.0,1300.0,confirmed,employee_count
44,大分県,2020,7,325990.0,1240.0,confirmed,employee_count
45,宮崎県,2020,7,228680.0,670.0,confirmed,employee_count
46,鹿児島県,2020,7,334900.0,1180.0,confirmed,employee_count
47,沖縄県,2020,7,1186080.0,24050.0,confirmed,employee_count
01,北海道,2020,8,2327030.0,4170.0,confirmed,employee_count
02,青森県,2020,8,320320.0,970.0,confirmed,employee_count
03,岩手県,2020,8,369880.0,540.0,confirmed,employee_count
04,宮城県,2020,8,594030.0,2120.0,confirmed,employee_count
05,秋田県,2020,8,227630.0,190.0,confirmed,employee_count
06,山形県,2020,8,328520.0,590.0,confirmed,employee_count
07,福島県,2020,8,845470.0,1410.0,confirmed,employee_count
08,茨城県,2020,8,375250.0,830.0,confirmed,employee_count
09,栃木県,2020,8,713400.0,1120.0,confirmed,employee_count
10,群馬県,2020,8,559790.0,720.0,confirmed,employee_count
11,埼玉県,2020,8,298350.0,990.0,confirmed,employee_count
12,千葉県,2020,8,1292000.0,34960.0,confirmed,employee_count
13,東京都,2020,8,2283210.0,40370.0,confirmed,employee_count
14,神奈川県,2020,8,1418410.0,10850.0,confirmed,employee_count
15,新潟県,2020,8,667760.0,920.0,confirmed,employee_count
16,富山県,2020,8,213310.0,460.0,confirmed,employee_count
17,石川県,2020,8,445230.0,1730.0,confirmed,employee_count
18,福井県,2020,8,266850.0,650.0,confirmed,employee_count
19,山梨県,2020,8,492450.0,370.0,confirmed,employee_count
20,長野県,2020,8,1232790.0,1620.0,confirmed,employee_count
21,岐阜県,2020,8,407540.0,560.0,confirmed,employee_count
22,静岡県,2020,8,1560170.0,4010.0,confirmed,employee_count
23,愛知県,2020,8,851820.0,4930.0,confirmed,employee_count
24,三重県,2020,8,513030.0,1230.0,confirmed,employee_count
25,滋賀県,2020,8,305430.0,710.0,confirmed,employee_count
26,京都府,2020,8,972450.0,5320.0,confirmed,employee_count
27,大阪府,2020,8,1048040.0,16510.0,confirmed,employee_count
28,兵庫県,2020,8,925800.0,3610.0,confirmed,employee_count
29,奈良県,2020,8,190980.0,400.0,confirmed,employee_count
30,和歌山県,2020,8,434800.0,570.0,confirmed,employee_count
31,鳥取県,2020,8,213760.0,850.0,confirmed,employee_count
32,島根県,2020,8,221480.0,400.0,confirmed,employee_count
33,岡山県,2020,8,321250.0,980.0,confirmed,employee_count
34,広島県,2020,8,605210.0,3050.0,confirmed,employee_count
35,山口県,2020,8,273370.0,840.0,confirmed,employee_count
36,徳島県,2020,8,154310.0,220.0,confirmed,employee_count
37,香川県,2020,8,243700.0,590.0,confirmed,employee_count
38,愛媛県,2020,8,268030.0,800.0,confirmed,employee_count
39,高知県,2020,8,239470.0,240.0,confirmed,employee_count
40,福岡県,2020,8,688850.0,3800.0,confirmed,employee_count
41,佐賀県,2020,8,138390.0,300.0,confirmed,employee_count
42,長崎県,2020,8,338080.0,2000.0,confirmed,employee_count
43,熊本県,2020,8,408670.0,1090.0,confirmed,employee_count
44,大分県,2020,8,390160.0,750.0,confirmed,employee_count
45,宮崎県,2020,8,237260.0,760.0,confirmed,employee_count
46,鹿児島県,2020,8,408140.0,770.0,confirmed,employee_count
47,沖縄県,2020,8,971850.0,23780.0,confirmed,employee_count
01,北海道,2020,9,2372470.0,2830.0,confirmed,employee_count
02,青森県,2020,9,339500.0,1110.0,confirmed,employee_count
03,岩手県,2020,9,446990.0,620.0,confirmed,employee_count
04,宮城県,2020,9,577650.0,2570.0,confirmed,employee_count
05,秋田県,2020,9,255090.0,140.0,confirmed,employee_count
06,山形県,2020,9,334410.0,480.0,confirmed,employee_count
07,福島県,2020,9,859270.0,950.0,confirmed,employee_count
08,茨城県,2020,9,349020.0,630.0,confirmed,employee_count
09,栃木県,2020,9,644440.0,880.0,confirmed,employee_count
10,群馬県,2020,9,485410.0,950.0,confirmed,employee_count
11,埼玉県,2020,9,291570.0,1060.0,confirmed,employee_count
12,千葉県,2020,9,1185300.0,35920.0,confirmed,employee_count
13,東京都,2020,9,2454690.0,32460.0,confirmed,employee_count
14,神奈川県,2020,9,1344690.0,9880.0,confirmed,employee_count
15,新潟県,2020,9,619290.0,1340.0,confirmed,employee_count
16,富山県,2020,9,225580.0,500.0,confirmed,employee_count
17,石川県,2020,9,467380.0,1830.0,confirmed,employee_count
18,福井県,2020,9,211140.0,340.0,confirmed,employee_count
19,山梨県,2020,9,438720.0,260.0,confirmed,employee_count
20,長野県,2020,9,1078150.0,1340.0,confirmed,employee_count
21,岐阜県,2020,9,405410.0,410.0,confirmed,employee_count
22,静岡県,2020,9,1223100.0,4690.0,confirmed,employee_count
23,愛知県,2020,9,939150.0,4760.0,confirmed,employee_count
24,三重県,2020,9,460250.0,1440.0,confirmed,employee_count
25,滋賀県,2020,9,261110.0,710.0,confirmed,employee_count
26,京都府,2020,9,1124520.0,5600.0,confirmed,employee_count
27,大阪府,2020,9,1324680.0,16500.0,confirmed,employee_count
28,兵庫県,2020,9,823570.0,3230.0,confirmed,employee_count
29,奈良県,2020,9,161130.0,340.0,confirmed,employee_count
30,和歌山県,2020,9,325990.0,270.0,confirmed,employee_count
31,鳥取県,2020,9,186620.0,380.0,confirmed,employee_count
32,島根県,2020,9,220350.0,490.0,confirmed,employee_count
33,岡山県,2020,9,336240.0,540.0,confirmed,employee_count
34,広島県,2020,9,696140.0,2160.0,confirmed,employee_count
35,山口県,2020,9,351050.0,1010.0,confirmed,employee_count
36,徳島県,2020,9,127490.0,240.0,confirmed,employee_count
37,香川県,2020,9,233140.0,440.0,confirmed,employee_count
38,愛媛県,2020,9,269050.0,660.0,confirmed,employee_count
39,高知県,2020,9,193440.0,390.0,confirmed,employee_count
40,福岡県,2020,9,808960.0,3430.0,confirmed,employee_count
41,佐賀県,2020,9,169190.0,160.0,confirmed,employee_count
42,長崎県,2020,9,394220.0,2240.0,confirmed,employee_count
43,熊本県,2020,9,414280.0,1510.0,confirmed,employee_count
44,大分県,2020,9,435830.0,600.0,confirmed,employee_count
45,宮崎県,2020,9,237290.0,590.0,confirmed,employee_count
46,鹿児島県,2020,9,428950.0,640.0,confirmed,employee_count
47,沖縄県,2020,9,1015980.0,19210.0,confirmed,employee_count
01,北海道,2020,10,2567290.0,3440.0,confirmed,employee_count
02,青森県,2020,10,410560.0,1370.0,confirmed,employee_count
03,岩手県,2020,10,520290.0,450.0,confirmed,employee_count
04,宮城県,2020,10,730180.0,2360.0,confirmed,employee_count
05,秋田県,2020,10,335910.0,200.0,confirmed,employee_count
06,山形県,2020,10,421590.0,460.0,confirmed,employee_count
07,福島県,2020,10,990420.0,1160.0,confirmed,employee_count
08,茨城県,2020,10,414190.0,2270.0,confirmed,employee_count
09,栃木県,2020,10,811640.0,1100.0,confirmed,employee_count
10,群馬県,2020,10,607470.0,810.0,confirmed,employee_count
11,埼玉県,2020,10,340210.0,1120.0,confirmed,employee_count
12,千葉県,2020,10,1388970.0,57820.0,confirmed,employee_count
13,東京都,2020,10,3451200.0,46190.0,confirmed,employee_count
14,神奈川県,2020,10,1567050.0,16590.0,confirmed,employee_count
15,新潟県,2020,10,749670.0,1010.0,confirmed,employee_count
16,富山県,2020,10,251220.0,510.0,confirmed,employee_count
17,石川県,2020,10,541510.0,1970.0,confirmed,employee_count
18,福井県,2020,10,258080.0,350.0,confirmed,employee_count
19,山梨県,2020,10,483580.0,540.0,confirmed,employee_count
